191,686,246,337,73,19.440,16,734,687,983,771,27,177,5,2015-2-9 00:00:00,825,127
862,416,366,196,454,7.300,18,779,690,665,166,57,968,7,2015-8-4 00:00:00,862,436
479,141,882,431,226,1.380,19,727,672,928,816,78,302,6,2015-7-24 00:00:00,454,156
42,404,401,548,56,7.490,15,723,221,690,922,39,329,4,2015-5-25 00:00:00,640,413
449,215,932,228,723,17.160,17,796,260,466,228,66,454,2,2015-7-26 00:00:00,775,516
340,647,621,264,26,19.280,20,71,978,636,661,98,738,2,2015-2-12 00:00:00,414,330
14,773,237,648,967,5.100,3,225,692,877,294,63,611,4,2015-1-17 00:00:00,160,641
225,745,120,358,201,1.860,18,132,798,457,774,72,947,7,2015-7-24 00:00:00,948,608
715,538,299,782,927,1.860,2,890,703,76,557,40,823,7,2015-4-14 00:00:00,135,74
926,951,294,567,902,19.790,15,970,401,642,963,97,254,5,2015-3-24 00:00:00,404,721
866,295,616,639,793,13.190,9,946,928,542,56,22,916,1,2015-4-16 00:00:00,159,761
596,597,971,906,754,3.890,13,204,665,303,540,37,473,6,2015-6-1 00:00:00,200,755
714,759,611,897,871,13.870,12,745,824,584,556,35,877,3,2015-7-1 00:00:00,672,753
363,627,170,788,220,2.280,17,915,792,995,75,47,996,9,2015-7-19 00:00:00,483,194
683,79,670,236,107,1.060,9,695,28,643,418,21,648,4,2015-7-26 00:00:00,502,166
303,835,853,500,40,7.400,5,833,52,883,107,41,421,2,2015-1-13 00:00:00,280,708
158,676,838,761,862,17.280,15,78,296,91,188,26,122,9,2015-5-15 00:00:00,416,660
893,378,955,607,781,4.240,15,443,778,752,739,19,502,7,2015-7-5 00:00:00,639,739
85,299,819,497,886,3.220,18,222,517,84,770,92,773,7,2015-1-12 00:00:00,753,823
157,957,67,705,197,19.170,7,627,119,830,485,68,288,7,2015-5-11 00:00:00,917,209
633,940,261,59,593,2.810,3,632,407,1000,441,65,250,8,2015-2-26 00:00:00,543,760
44,834,403,461,316,15.300,19,500,580,895,45,32,541,6,2015-3-30 00:00:00,323,843
818,708,175,767,506,7.190,7,982,430,481,956,33,290,6,2015-3-5 00:00:00,845,150
926,748,95,208,502,17.310,5,363,509,503,86,98,731,5,2015-7-25 00:00:00,893,244
846,864,831,754,647,18.230,19,324,68,318,725,64,766,2,2015-6-11 00:00:00,384,613
659,490,358,248,1000,8.520,8,119,880,910,109,53,559,9,2015-5-23 00:00:00,997,659
243,37,413,30,880,12.040,10,378,866,979,619,81,371,5,2015-6-20 00:00:00,418,32
621,756,985,292,800,14.850,16,12,834,390,859,86,489,6,2015-8-3 00:00:00,813,815
590,236,79,935,70,4.960,18,235,525,918,504,32,940,7,2015-4-26 00:00:00,926,652
419,273,305,125,630,12.620,16,892,747,228,455,34,536,2,2015-2-2 00:00:00,532,806
438,164,239,937,653,6.470,15,518,426,182,451,23,55,9,2015-1-10 00:00:00,685,170
690,830,322,903,485,18.570,19,590,181,605,673,55,211,9,2015-7-5 00:00:00,668,539
251,730,75,736,460,11.350,2,688,266,324,744,94,130,3,2015-4-30 00:00:00,710,143
592,49,184,741,822,14.140,17,865,839,635,976,22,699,1,2015-6-8 00:00:00,388,659
888,801,829,23,293,10.360,7,388,784,422,820,17,723,5,2015-7-29 00:00:00,50,193
435,207,892,313,790,9.320,14,45,566,628,347,14,361,5,2015-5-17 00:00:00,636,257
709,917,981,735,821,6.190,17,950,784,876,140,28,349,4,2015-2-21 00:00:00,180,82
43,139,136,926,710,16.530,20,839,825,358,206,80,709,6,2015-7-12 00:00:00,861,128
325,376,117,183,619,17.220,7,518,886,885,558,13,569,7,2015-1-14 00:00:00,659,169
406,754,88,971,949,2.320,17,268,404,627,793,51,246,3,2015-5-5 00:00:00,216,636
239,191,481,195,297,19.750,6,580,181,71,370,30,233,8,2015-3-27 00:00:00,514,234
227,521,285,427,21,7.270,3,324,740,808,165,65,820,7,2015-1-26 00:00:00,103,422
241,217,944,339,89,1.520,9,466,98,368,331,11,859,8,2015-7-30 00:00:00,991,461
277,202,986,648,528,5.380,5,573,81,242,719,96,438,8,2015-6-29 00:00:00,84,510
845,488,337,482,492,5.140,3,925,61,330,999,78,162,9,2015-7-8 00:00:00,278,759
884,983,829,183,746,2.910,5,106,85,402,266,71,813,9,2015-3-14 00:00:00,256,362
732,691,681,822,474,16.110,12,531,931,802,497,65,324,2,2015-2-9 00:00:00,108,270
702,210,651,217,243,19.250,10,666,487,723,328,31,128,8,2015-3-15 00:00:00,628,469
953,732,31,27,955,14.380,18,595,503,98,462,69,595,1,2015-6-26 00:00:00,483,555
14,287,261,813,884,1.660,19,296,681,234,529,86,469,4,2015-4-6 00:00:00,16,632
557,513,561,895,667,5.170,17,471,354,144,133,25,537,7,2015-3-15 00:00:00,940,578
240,104,998,117,783,12.120,13,381,575,483,362,54,352,6,2015-2-4 00:00:00,835,279
563,974,127,368,506,15.160,2,833,24,724,113,38,73,3,2015-2-10 00:00:00,30,959
98,692,135,734,903,3.010,17,957,260,357,515,35,986,9,2015-1-12 00:00:00,671,456
263,455,847,557,128,15.810,2,458,710,702,973,11,993,1,2015-8-4 00:00:00,117,687
183,572,656,201,853,2.970,3,38,498,193,583,38,813,2,2015-3-3 00:00:00,294,93
541,71,61,842,683,12.080,5,326,874,765,251,34,859,8,2015-4-21 00:00:00,392,462
419,980,974,794,283,9.800,18,621,612,836,998,85,765,2,2015-6-19 00:00:00,510,377
20,68,165,45,352,17.010,17,68,489,772,193,43,533,8,2015-6-26 00:00:00,472,80
332,929,715,631,725,14.480,15,114,767,27,535,77,168,7,2015-1-9 00:00:00,86,90
410,769,895,192,26,13.650,5,418,870,261,639,13,984,8,2015-5-26 00:00:00,829,105
764,606,830,223,535,18.650,12,641,147,796,564,25,826,7,2015-7-27 00:00:00,665,868
302,839,28,414,395,9.670,17,59,209,539,341,86,237,8,2015-4-6 00:00:00,41,274
574,528,186,148,198,9.270,5,20,593,98,746,14,116,9,2015-6-29 00:00:00,510,67
885,569,936,474,748,17.610,5,513,628,650,836,70,50,5,2015-5-30 00:00:00,554,705
346,760,503,383,568,6.470,13,976,577,681,859,55,681,4,2015-7-11 00:00:00,601,33
855,661,176,189,374,4.330,3,631,46,943,373,76,480,7,2015-3-4 00:00:00,945,30
203,887,562,541,32,4.090,12,13,265,187,115,76,157,5,2015-4-7 00:00:00,89,393
854,214,226,246,634,14.930,6,911,181,438,38,24,747,6,2015-8-6 00:00:00,176,156
854,137,527,741,611,5.020,7,410,487,986,578,13,426,3,2015-4-28 00:00:00,351,115
335,553,985,234,929,11.220,7,932,39,446,67,33,680,9,2015-6-19 00:00:00,767,252
289,851,162,120,26,10.920,4,930,570,126,480,68,347,8,2015-5-3 00:00:00,536,783
970,494,561,443,647,14.750,7,738,116,552,325,17,518,8,2015-3-28 00:00:00,424,665
638,746,117,248,294,9.280,16,861,735,389,585,97,386,3,2015-3-29 00:00:00,61,439
964,378,801,254,334,17.000,15,581,905,946,366,80,955,7,2015-7-28 00:00:00,13,243
14,407,82,623,605,10.450,9,35,163,159,377,60,968,6,2015-6-1 00:00:00,199,290
728,476,496,496,772,12.250,17,396,213,402,431,26,115,5,2015-7-1 00:00:00,336,468
886,442,219,707,728,2.040,7,897,263,852,316,28,90,4,2015-1-21 00:00:00,319,607
490,573,274,148,401,18.570,16,480,126,866,952,48,176,7,2015-4-14 00:00:00,731,539
951,560,498,166,808,7.740,16,745,569,962,88,16,98,7,2015-4-17 00:00:00,475,403
650,117,215,386,308,15.530,14,456,888,557,447,18,713,5,2015-6-8 00:00:00,590,802
869,267,115,579,995,12.390,8,234,781,662,221,42,364,8,2015-1-20 00:00:00,135,68
37,141,243,110,885,5.530,14,638,947,488,331,42,828,1,2015-1-19 00:00:00,302,527
77,108,951,873,589,19.820,3,73,50,95,477,80,760,2,2015-3-29 00:00:00,789,725
868,703,857,56,890,19.580,4,594,898,441,255,49,388,2,2015-4-4 00:00:00,373,845
343,92,997,517,298,9.790,20,237,99,776,434,47,903,2,2015-4-28 00:00:00,469,884
204,275,141,933,585,13.230,3,293,64,862,903,15,310,1,2015-8-2 00:00:00,860,979
613,456,372,511,948,17.510,5,134,191,868,810,69,331,6,2015-2-2 00:00:00,152,762
360,669,644,50,114,13.610,14,370,843,577,812,22,305,6,2015-2-15 00:00:00,184,708
678,148,48,725,899,10.370,6,994,902,146,626,62,54,3,2015-3-21 00:00:00,473,911
408,224,870,38,756,5.930,5,843,635,90,526,51,528,2,2015-2-1 00:00:00,500,102
337,459,475,471,399,7.670,17,117,273,257,950,90,97,5,2015-2-13 00:00:00,117,356
911,125,151,391,957,7.070,13,38,384,413,79,82,364,1,2015-1-13 00:00:00,960,805
225,675,278,234,858,15.710,16,990,115,538,817,14,846,8,2015-4-30 00:00:00,160,111
991,281,561,248,575,2.590,11,865,692,475,306,75,715,9,2015-2-1 00:00:00,346,474
845,226,721,108,647,6.590,15,395,82,935,600,45,691,1,2015-5-18 00:00:00,407,82
726,703,349,517,984,13.290,18,72,855,152,44,84,337,7,2015-6-12 00:00:00,544,493
801,532,462,669,301,16.080,3,582,503,927,88,21,700,2,2015-3-13 00:00:00,605,751
529,480,464,548,318,11.270,4,95,657,818,410,60,359,4,2015-5-5 00:00:00,120,323
352,799,194,479,794,15.920,5,563,237,739,257,17,584,8,2015-4-20 00:00:00,311,28
439,883,487,995,961,17.050,5,280,15,562,890,99,605,8,2015-5-27 00:00:00,369,812
395,870,928,513,368,4.630,8,887,177,871,605,80,822,7,2015-4-12 00:00:00,530,160
137,532,289,344,992,14.320,4,839,326,354,707,58,364,4,2015-5-22 00:00:00,494,827
109,696,64,90,797,9.020,4,173,839,477,633,55,755,9,2015-3-20 00:00:00,494,289
57,922,622,640,400,19.420,14,322,253,438,176,42,23,7,2015-1-11 00:00:00,877,911
426,276,926,54,62,8.390,9,435,569,946,211,38,180,6,2015-6-25 00:00:00,625,889
369,704,346,953,419,3.140,16,802,514,341,19,69,553,3,2015-5-25 00:00:00,156,994
104,171,884,813,369,7.340,2,27,847,172,490,13,917,9,2015-8-5 00:00:00,991,635
437,140,237,167,254,5.530,15,92,976,60,533,34,689,9,2015-1-23 00:00:00,469,503
646,733,957,657,888,9.770,19,877,617,705,569,74,431,1,2015-5-22 00:00:00,735,533
451,502,934,440,557,13.320,6,464,956,514,920,52,991,6,2015-2-4 00:00:00,278,668
977,82,705,568,165,7.280,5,724,11,782,485,17,295,8,2015-4-25 00:00:00,988,640
825,130,260,192,546,3.620,19,152,536,760,433,62,350,7,2015-7-5 00:00:00,477,116
962,289,712,401,166,11.620,5,248,484,736,267,75,375,8,2015-3-8 00:00:00,288,147
964,344,360,347,945,11.970,11,12,831,120,393,49,120,3,2015-2-20 00:00:00,538,162
424,152,191,763,868,10.770,3,88,600,258,884,31,122,9,2015-2-5 00:00:00,549,92
892,610,458,475,113,2.650,12,422,781,848,649,27,276,4,2015-1-31 00:00:00,767,496
283,759,918,499,76,7.500,20,685,722,890,363,86,882,2,2015-8-9 00:00:00,630,443
752,152,964,94,854,10.740,7,160,362,516,449,69,675,7,2015-1-10 00:00:00,525,207
608,118,861,39,782,8.490,17,482,833,489,231,72,542,3,2015-3-22 00:00:00,637,932
270,309,326,182,760,18.260,14,592,511,683,369,87,613,8,2015-4-1 00:00:00,141,590
432,731,138,140,336,5.610,12,292,532,587,47,97,159,1,2015-7-25 00:00:00,322,597
125,618,347,270,668,5.610,17,228,307,585,848,83,195,9,2015-1-11 00:00:00,547,435
142,131,176,223,868,12.540,14,901,897,164,479,70,102,1,2015-6-18 00:00:00,722,459
723,677,507,938,442,9.630,17,798,187,227,335,66,567,6,2015-5-18 00:00:00,485,263
120,695,181,733,726,18.710,19,286,826,113,729,47,405,8,2015-4-7 00:00:00,18,428
871,23,377,647,615,17.830,9,221,813,159,780,51,649,5,2015-4-12 00:00:00,252,756
645,769,617,139,376,11.180,13,150,780,514,604,93,773,1,2015-6-29 00:00:00,38,854
831,336,759,76,271,18.240,14,914,142,428,877,92,365,8,2015-5-30 00:00:00,931,97
564,10,663,965,949,9.850,10,781,945,924,333,70,911,7,2015-6-24 00:00:00,92,920
816,959,888,991,503,2.290,7,345,142,849,657,37,378,9,2015-4-26 00:00:00,811,415
474,832,151,128,582,8.210,12,977,936,910,205,92,239,1,2015-8-7 00:00:00,329,154
262,889,445,625,418,10.550,19,722,177,201,841,63,889,7,2015-6-24 00:00:00,843,519
102,249,940,245,128,11.840,8,229,193,854,886,53,257,9,2015-5-15 00:00:00,489,672
200,295,508,382,22,11.650,16,546,932,996,561,41,84,1,2015-4-9 00:00:00,870,709
882,165,41,318,321,8.530,11,995,350,704,271,62,302,9,2015-7-28 00:00:00,192,901
101,651,72,129,644,8.300,18,940,268,459,143,27,870,3,2015-1-28 00:00:00,374,848
224,162,495,615,996,3.500,8,750,671,415,670,83,260,2,2015-3-26 00:00:00,319,90
248,369,520,433,683,2.500,9,645,703,148,236,62,701,1,2015-2-17 00:00:00,148,257
40,790,286,474,976,10.560,6,815,380,876,186,15,673,4,2015-5-19 00:00:00,595,871
818,840,332,982,908,8.730,8,887,371,796,215,58,279,6,2015-7-29 00:00:00,216,82
535,189,617,620,869,6.650,14,149,759,374,117,31,740,3,2015-2-3 00:00:00,258,976
576,326,406,418,161,12.650,7,229,480,424,123,64,433,4,2015-1-16 00:00:00,773,444
671,376,729,141,455,17.500,1,938,24,525,326,54,484,7,2015-2-10 00:00:00,957,784
722,559,771,814,713,14.150,18,937,122,544,32,22,831,2,2015-3-8 00:00:00,914,392
968,607,289,293,702,18.730,8,849,969,216,803,44,506,3,2015-3-24 00:00:00,665,702
838,625,459,917,758,14.030,3,261,815,776,400,18,40,2,2015-4-22 00:00:00,379,128
679,921,449,656,981,11.500,4,590,112,196,300,63,425,6,2015-5-10 00:00:00,222,723
799,274,229,618,847,2.970,11,963,570,213,223,26,572,3,2015-3-25 00:00:00,532,423
632,297,306,689,86,9.470,3,489,848,676,126,89,33,7,2015-7-30 00:00:00,710,271
859,855,279,503,475,11.780,9,726,19,644,668,65,860,9,2015-5-31 00:00:00,58,356
234,621,480,770,584,5.970,7,890,651,932,834,49,845,5,2015-8-9 00:00:00,940,272
657,835,298,47,603,14.090,4,602,495,802,172,21,977,8,2015-6-8 00:00:00,693,17
976,863,698,440,68,9.030,20,73,508,131,509,46,568,4,2015-4-19 00:00:00,536,613
196,167,111,652,721,10.840,13,380,84,226,183,82,475,7,2015-7-8 00:00:00,46,633
484,563,104,135,62,7.090,13,675,363,295,842,74,327,5,2015-6-5 00:00:00,188,240
945,652,357,787,874,6.680,15,521,13,652,568,23,480,3,2015-4-26 00:00:00,554,318
368,219,43,106,403,4.070,15,751,739,301,967,81,349,8,2015-7-1 00:00:00,406,275
176,871,207,817,904,15.750,17,387,494,359,204,26,639,7,2015-6-13 00:00:00,810,64
847,426,111,733,643,9.560,2,71,707,494,531,85,434,9,2015-7-21 00:00:00,532,536
430,396,969,54,567,18.380,13,399,276,865,832,90,228,4,2015-7-16 00:00:00,475,995
137,657,704,363,509,16.070,19,192,287,943,605,56,828,1,2015-7-9 00:00:00,344,19
276,864,830,460,184,19.990,2,468,678,941,565,25,928,6,2015-4-29 00:00:00,454,877
330,816,655,128,253,16.520,11,42,861,699,482,33,902,8,2015-1-26 00:00:00,881,119
891,197,273,542,733,15.990,9,986,827,292,510,31,157,7,2015-7-9 00:00:00,91,937
307,105,739,991,219,10.910,12,313,398,738,656,36,119,4,2015-3-19 00:00:00,407,450
538,333,627,500,924,8.940,6,717,60,847,319,54,211,3,2015-2-12 00:00:00,583,891
182,257,734,506,832,15.080,10,462,506,154,935,71,774,5,2015-5-26 00:00:00,112,332
251,205,667,724,495,17.390,17,33,38,696,452,53,684,7,2015-1-10 00:00:00,973,573
600,356,366,303,788,14.210,5,89,596,131,562,18,705,3,2015-2-28 00:00:00,244,802
27,518,45,614,154,15.940,16,381,485,771,553,62,90,9,2015-4-13 00:00:00,311,247
556,247,764,748,244,15.810,13,333,241,515,731,90,58,5,2015-1-23 00:00:00,712,115
549,296,251,29,956,7.760,9,547,145,183,578,38,458,3,2015-3-26 00:00:00,730,35
538,733,522,730,741,14.740,6,273,124,316,799,88,734,4,2015-1-19 00:00:00,238,664
925,992,588,354,463,14.220,3,472,25,652,545,66,302,3,2015-4-3 00:00:00,579,355
592,301,145,23,840,18.530,1,446,304,586,867,41,636,7,2015-5-8 00:00:00,542,822
36,386,915,314,790,7.580,5,579,602,486,128,74,891,8,2015-3-31 00:00:00,942,656
132,25,786,934,229,18.660,8,88,408,686,349,82,280,4,2015-2-6 00:00:00,55,205
766,672,934,831,124,11.450,12,543,755,678,987,61,983,7,2015-2-27 00:00:00,495,434
880,595,199,994,668,11.040,17,829,710,646,988,81,582,9,2015-5-7 00:00:00,705,185
272,770,756,394,97,19.530,20,881,197,689,453,56,929,7,2015-6-1 00:00:00,925,896
502,776,552,698,160,9.130,3,402,898,67,744,77,793,3,2015-2-24 00:00:00,841,994
193,204,623,405,503,8.600,2,499,302,11,720,93,905,8,2015-3-21 00:00:00,766,310
562,830,547,849,783,12.360,4,160,664,905,468,51,302,8,2015-7-17 00:00:00,320,246
727,455,384,500,986,18.420,11,623,133,18,433,15,852,5,2015-4-3 00:00:00,647,535
488,127,184,523,122,3.090,10,155,568,79,604,99,282,4,2015-5-29 00:00:00,869,57
219,69,682,473,145,14.380,20,126,373,436,274,93,660,4,2015-4-6 00:00:00,579,216
847,879,23,333,156,17.050,3,167,565,951,391,54,295,4,2015-4-8 00:00:00,164,924
880,765,643,515,849,9.000,3,324,242,261,185,42,926,9,2015-6-30 00:00:00,672,481
769,209,101,602,257,7.060,15,397,932,59,714,12,712,8,2015-4-15 00:00:00,361,853
773,29,660,78,940,18.280,13,491,392,423,236,27,526,5,2015-1-24 00:00:00,549,920
330,254,141,525,592,11.090,2,251,430,68,565,50,895,3,2015-7-23 00:00:00,372,740
669,99,669,712,445,12.270,17,271,854,737,148,32,512,9,2015-7-10 00:00:00,996,341
881,85,943,264,443,16.090,14,366,857,109,952,22,495,2,2015-5-7 00:00:00,451,186
152,458,385,631,812,8.050,2,517,751,976,487,25,791,7,2015-1-26 00:00:00,449,545
756,201,358,689,648,19.080,5,495,744,213,700,22,916,6,2015-4-4 00:00:00,169,599
105,358,285,959,319,12.900,18,539,336,957,387,84,335,1,2015-3-24 00:00:00,543,615
339,977,699,138,560,18.080,14,387,434,170,639,46,261,8,2015-4-8 00:00:00,306,229
261,128,625,894,680,1.290,15,487,265,764,398,24,70,6,2015-2-8 00:00:00,669,579
180,464,606,389,120,13.720,10,468,491,959,572,82,818,5,2015-6-8 00:00:00,707,292
411,263,257,177,23,3.150,10,269,877,524,383,79,538,3,2015-2-24 00:00:00,29,705
697,452,836,21,523,7.900,1,985,739,528,395,67,599,9,2015-5-4 00:00:00,941,585
280,13,943,447,14,10.230,9,890,918,584,811,13,308,8,2015-1-9 00:00:00,15,745
885,998,549,847,287,9.130,12,861,18,575,973,64,14,2,2015-1-24 00:00:00,928,622
458,871,635,605,807,16.320,14,79,113,744,667,85,439,9,2015-7-30 00:00:00,508,135
395,497,160,391,746,19.680,13,785,619,909,916,73,954,3,2015-6-8 00:00:00,968,938
190,562,355,152,343,17.670,13,986,718,131,249,94,134,7,2015-7-29 00:00:00,935,10
149,465,681,650,774,17.670,9,482,727,831,695,91,308,6,2015-4-29 00:00:00,640,306
663,310,646,173,237,3.150,11,377,105,635,369,34,812,5,2015-5-9 00:00:00,400,902
355,196,61,844,628,18.950,12,13,201,667,858,58,724,8,2015-3-5 00:00:00,839,499
455,764,784,577,610,17.690,13,580,473,932,449,68,967,6,2015-1-23 00:00:00,730,885
12,492,127,685,450,10.840,18,103,242,319,471,64,872,1,2015-3-27 00:00:00,181,704
287,45,365,513,290,15.640,2,920,584,593,191,38,947,3,2015-7-14 00:00:00,810,302
485,556,142,605,40,16.040,8,254,931,302,794,66,535,2,2015-3-17 00:00:00,282,277
245,198,574,547,729,10.920,16,858,103,842,719,18,309,3,2015-5-21 00:00:00,916,957
943,226,384,455,369,1.050,18,785,276,817,184,96,843,1,2015-5-14 00:00:00,915,255
957,579,763,488,305,12.810,8,933,897,557,230,16,629,9,2015-4-30 00:00:00,506,532
572,933,812,469,50,1.970,4,524,797,45,36,32,233,1,2015-4-5 00:00:00,738,63
545,624,542,866,663,5.130,15,329,695,978,579,42,356,2,2015-1-31 00:00:00,972,285
319,905,942,656,679,13.340,17,735,609,863,188,86,76,3,2015-8-4 00:00:00,795,25
100,922,454,937,177,1.760,17,445,526,388,477,26,141,6,2015-3-14 00:00:00,580,48
511,394,668,216,228,9.250,9,196,81,649,365,97,383,4,2015-7-22 00:00:00,490,463
69,559,242,767,720,4.100,6,157,468,270,160,44,738,6,2015-4-30 00:00:00,810,995
309,651,166,215,851,6.280,7,994,635,388,539,55,542,7,2015-6-17 00:00:00,128,251
32,794,214,670,789,19.760,11,219,839,949,671,27,787,8,2015-6-26 00:00:00,28,364
897,234,593,42,719,17.690,16,256,943,780,520,56,244,5,2015-4-15 00:00:00,879,604
30,412,668,55,664,1.570,15,558,258,957,771,38,1000,6,2015-2-17 00:00:00,266,839
413,584,667,128,901,16.490,15,816,669,16,736,47,588,1,2015-3-25 00:00:00,169,700
548,578,906,648,765,4.310,4,28,828,521,501,83,577,2,2015-1-23 00:00:00,192,632
348,86,867,190,180,17.070,11,404,910,887,309,22,118,7,2015-5-14 00:00:00,797,659
356,83,57,35,961,7.930,3,691,669,130,636,29,74,3,2015-5-22 00:00:00,390,695
701,664,344,595,555,9.140,20,595,490,96,803,79,200,3,2015-7-26 00:00:00,173,732
837,954,145,463,999,13.750,13,161,397,104,999,56,579,4,2015-8-10 00:00:00,806,656
807,452,307,994,786,11.580,19,531,391,682,951,81,39,5,2015-5-28 00:00:00,301,598
904,417,102,690,774,19.580,10,295,807,298,844,36,194,2,2015-5-27 00:00:00,238,188
217,828,685,846,536,10.390,8,23,966,85,117,23,86,9,2015-4-29 00:00:00,37,946
497,675,436,596,943,13.840,18,95,494,670,175,42,479,4,2015-7-17 00:00:00,661,516
701,368,788,443,761,6.930,18,796,950,640,792,65,476,6,2015-6-10 00:00:00,849,622
551,15,822,453,652,10.060,3,93,400,631,658,49,882,8,2015-5-9 00:00:00,197,586
178,543,543,727,86,10.620,6,318,422,690,811,72,899,5,2015-1-25 00:00:00,193,349
898,978,224,144,387,12.600,2,103,369,614,669,34,679,1,2015-2-7 00:00:00,824,431
298,106,59,811,909,6.880,7,891,863,87,219,94,697,2,2015-2-22 00:00:00,993,650
269,202,57,446,427,6.570,19,217,383,152,45,38,586,5,2015-5-23 00:00:00,823,126
658,597,741,579,603,17.710,3,679,960,841,590,10,829,4,2015-1-19 00:00:00,869,401
367,39,825,521,913,19.670,1,151,596,691,889,79,72,8,2015-3-31 00:00:00,127,233
775,65,343,985,112,2.590,8,741,526,753,899,17,378,8,2015-8-4 00:00:00,927,956
583,68,297,236,114,4.320,17,276,57,55,427,99,131,6,2015-2-5 00:00:00,227,496
797,361,844,277,887,12.240,10,913,505,759,70,19,338,5,2015-3-6 00:00:00,123,931
294,25,399,219,465,17.640,20,554,435,974,356,67,607,3,2015-7-31 00:00:00,638,677
903,139,764,744,912,16.690,2,269,453,73,334,71,486,9,2015-8-4 00:00:00,649,778
738,936,150,526,909,17.300,15,666,958,466,816,51,305,3,2015-6-29 00:00:00,978,415
50,409,43,133,148,18.380,11,611,796,808,647,34,68,7,2015-2-19 00:00:00,320,536
36,109,361,749,345,10.600,11,887,324,509,991,27,956,3,2015-5-6 00:00:00,719,135
650,190,921,701,106,7.950,14,812,988,98,738,72,235,4,2015-7-18 00:00:00,392,735
62,941,777,995,790,18.140,8,89,408,597,280,61,331,3,2015-3-24 00:00:00,380,496
272,792,585,596,874,5.160,14,339,377,988,286,45,177,9,2015-4-10 00:00:00,929,222
372,607,606,990,289,14.490,16,127,362,311,105,65,732,8,2015-5-18 00:00:00,884,136
47,341,962,626,162,7.750,16,509,165,424,830,55,688,9,2015-4-30 00:00:00,575,539
615,402,850,122,513,15.170,5,158,926,218,484,51,484,8,2015-1-10 00:00:00,869,526
211,266,617,866,50,3.560,15,507,433,901,126,71,111,7,2015-5-28 00:00:00,200,274
986,291,360,174,166,7.170,19,694,620,208,270,35,316,4,2015-6-27 00:00:00,410,162
684,463,586,478,885,14.980,11,774,16,770,981,99,349,5,2015-2-10 00:00:00,23,66
158,208,460,91,901,4.230,3,67,918,858,55,89,395,8,2015-8-9 00:00:00,510,420
62,622,602,124,443,17.980,19,345,833,346,70,85,926,2,2015-2-16 00:00:00,221,395
270,738,660,315,928,15.790,7,951,382,686,200,31,482,9,2015-7-20 00:00:00,436,745
607,395,609,150,658,11.110,2,342,272,955,283,32,463,6,2015-7-22 00:00:00,506,811
429,763,551,682,423,5.130,9,154,873,485,247,83,332,2,2015-1-20 00:00:00,543,867
340,917,507,400,52,6.040,8,909,159,988,776,39,588,7,2015-7-9 00:00:00,299,558
272,527,848,286,794,10.130,13,59,273,865,358,77,695,8,2015-4-3 00:00:00,862,300
500,934,533,63,320,19.960,1,829,715,502,215,35,247,2,2015-4-23 00:00:00,837,760
154,674,615,111,142,19.820,20,133,174,416,16,21,857,9,2015-5-23 00:00:00,208,424
600,127,126,838,163,4.980,16,329,916,869,749,27,94,8,2015-7-21 00:00:00,370,940
181,470,445,182,481,10.910,8,197,806,644,21,81,626,2,2015-2-18 00:00:00,379,941
198,557,517,793,447,5.460,14,383,554,731,945,94,209,2,2015-4-11 00:00:00,709,152
