"   ","OWNER_NUM","BILL_NUM","PACK_NUM","UNIT_WEIGHT","CONTRACT_ITEM_NUM","RESOURCE_NUM","GRADE_NUM","DEPT_ID","INSERT_TIME","DEPTID","EXTSYSID","EXTSYSSTACKID","OPTFLAG","EBS_BILL_BATCH_ID","CONSIGNEE_TELE","WPROVIDER_ID","BILL_DATE","OUT_SETTLE_TYPE","HOSING_PRICE","PLAN_COUNT","CUSTOM_NUM","ITEM_NUM","WPROVIDER_NAME","CONSIGNEE_NAME","SPEC5","SEG_NO"
"11","GM0","TDGM130625670","82912011800","18.950000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625670","","PWL0CC","2013/6/7 12:55:24","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"12","GM0","TDGM130625671","82912012100","18.870000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625671","","PWL0CC","2013/6/7 12:55:24","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"13","GM0","TDGM130625672","82912011300","17.900000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625672","","PWL0CC","2013/6/7 12:55:24","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"14","GM0","TDGM130625673","82912010300","18.680000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625673","","PWL0CC","2013/6/7 12:55:24","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"15","GM0","TDGM130625674","82912011100","18.970000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625674","","PWL0CC","2013/6/7 12:55:24","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"16","GM0","TDGM130625675","82912010900","18.910000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625675","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"17","GM0","TDGM130625676","82912011700","19.080000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625676","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"18","GM0","TDGM130625677","82912010400","18.830000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625677","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"19","GM0","TDGM130625678","82912010700","18.370000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625678","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"20","GM0","TDGM130625679","82912010800","18.720000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625679","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"21","GM0","TDGM130625680","82912011200","17.880000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625680","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"22","GM0","TDGM130625681","82922080100","18.780000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625681","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"23","GM0","TDGM130625682","82912011600","17.910000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625682","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"24","GM0","TDGM130625683","82912010200","18.410000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625683","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"25","GM0","TDGM130625684","82922080200","18.660000","TI15130501052","I3E0010525","","01","2013/6/7 13:02:04","0101","GM0","PWL0CC","0","TDGM130625684","","PWL0CC","2013/6/7 12:55:25","无费用","15.000","0.000000","T20069","期货","上海宝钢运输有限公司","上海仁远实业有限公司","卷","00100"
"26","BX","TD1306070093","130133774B","19.360000","TI15130501467","WGZH130530A007","","01","2013/6/7 15:07:56","0101","BX","P00086","0","","","P00086","2013/6/7 14:39:15","客户承担","","0.000000","C05055","XYJ1305300045","宝铁库","上海鸿厚","卷","00001"
"27","BX","TD1306080188","A130518192S","21.230000","TI15130600200","WGZH130607A007","","01","2013/6/8 18:37:56","0101","BX","P00086","0","","","P00086","2013/6/8 18:23:24","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"28","BX","TD1306080189","130428765P","19.160000","TI15130500668","WGZH130523A005","","01","2013/6/8 18:37:56","0101","BX","P00086","0","","","P00086","2013/6/8 18:24:47","客户承担","","0.000000","C05055","XYJ1305230070","宝铁库","上海鸿厚","卷","00001"
"29","BX","TD1306080140","130520392S","19.740000","TI15130600203","WGZH130607A005","","01","2013/6/8 15:37:59","0101","BX","P00086","0","","","P00086","2013/6/8 15:34:42","客户承担","","0.000000","C05055","XYJ1306070051","宝铁库","上海鸿厚","卷","00001"
"30","BX","TD1306070146","A130419713P1","22.070000","TI15130600209","WGZH130607A003","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 16:49:49","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"31","BX","TD1306070146","A130430961P1","21.240000","TI15130600209","WGZH130607A003","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 16:49:49","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"32","BX","TD1306070146","A130435191P1","21.650000","TI15130600209","WGZH130607A003","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 16:49:49","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"33","BX","TD1306070146","A130437271P2","19.810000","TI15130600209","WGZH130607A003","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 16:49:49","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"34","BX","TD1306070146","A130467291P1","22.320000","TI15130600209","WGZH130607A003","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 16:49:49","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"35","BX","TD1306070148","A130242041S","21.610000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"36","BX","TD1306070148","A130242042S","21.430000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"37","BX","TD1306070148","A130248401S","22.270000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"38","BX","TD1306070148","A130250321S","22.560000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"39","BX","TD1306070148","A130250341S","22.420000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"40","BX","TD1306070148","A130250342S","21.970000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"41","BX","TD1306070148","A130250343S","22.380000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"42","BX","TD1306070148","K130335082S","29.060000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"43","BX","TD1306070148","K130335083S","29.330000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"44","BX","TD1306070148","K130335084S","29.280000","TI15130400039","WGZH130408A008","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 17:00:28","客户承担","","0.000000","C05055","XYJ1304080071","宝铁库","上海鸿厚","卷","00001"
"45","BX","TD1306070145","A130518202S","21.210000","TI15130600200","WGZH130607A007","","01","2013/6/7 17:07:55","0101","BX","P00086","0","","","P00086","2013/6/7 16:43:48","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"46","BX","TD1306080175","K130126343B","29.740000","TI15130501459","WGZH130530A013","","01","2013/6/8 16:37:58","0101","BX","P00086","0","","","P00086","2013/6/8 16:10:48","客户承担","","0.000000","C05055","XYJ1305300047","宝铁库","上海鸿厚","卷","00001"
"47","BX","TD1306080180","A130300171S","21.650000","TI15130400037","WGZH130408A007","","01","2013/6/8 16:37:58","0101","BX","P00086","0","","","P00086","2013/6/8 16:18:27","客户承担","","0.000000","C05055","XYJ1304080072","宝铁库","上海鸿厚","卷","00001"
"48","BX","TD1306080180","A130307911S","22.187000","TI15130400037","WGZH130408A007","","01","2013/6/8 16:37:58","0101","BX","P00086","0","","","P00086","2013/6/8 16:18:27","客户承担","","0.000000","C05055","XYJ1304080072","宝铁库","上海鸿厚","卷","00001"
"49","BX","TD1306090107","Y30112975B","16.550000","TI15130501465","WGZH130530A008","","01","2013/6/9 17:07:58","0101","BX","P00086","0","","","P00086","2013/6/9 16:56:44","客户承担","","0.000000","C05055","XYJ1305300048","宝铁库","上海鸿厚","卷","00001"
"50","BX","TD1306090072","A130530553S","22.510000","TI15130600200","WGZH130607A007","","01","2013/6/9 14:38:03","0101","BX","P00086","0","","","P00086","2013/6/9 14:23:00","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"51","BX","TD1306090044","A130452001S","22.190000","TI15130500671","WGZH130523A013","","01","2013/6/9 13:37:58","0101","BX","P00086","0","","","P00086","2013/6/9 13:26:55","客户承担","","0.000000","C05055","XYJ1305230074","宝铁库","上海鸿厚","卷","00001"
"52","BX","DC130600615","52001735","4.555000","TI15130200360","I2E0007200","","01","2013/6/13 14:38:05","0101","BX","P00086","0","","","P00086","2013/6/13","客户承担","","0.000000","C04466","X130600011","宝铁库","湖南万泉","卷","00001"
"53","BX","TD1306130080","A130517714S","21.300000","TI15130600200","WGZH130607A007","","01","2013/6/13 14:07:55","0101","BX","P00086","0","","","P00086","2013/6/13 13:59:58","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"54","BX","TD1306130077","Q116804110","29.210000","TI15130600212","WGZH130607A016","","01","2013/6/13 14:07:55","0101","BX","P00086","0","","","P00086","2013/6/13 13:53:25","客户承担","","0.000000","C05055","XYJ1306070049","宝铁库","上海鸿厚","卷","00001"
"55","BX","TD1306130079","A130470891P1","17.890000","TI15130600209","WGZH130607A003","","01","2013/6/13 14:07:55","0101","BX","P00086","0","","","P00086","2013/6/13 13:58:07","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"56","BX","DC130600382","2121671303","3.860000","TI15130200070","I2E0006480","","01","2013/6/13 14:38:05","0101","BX","P00086","0","","","P00086","2013/6/13","客户承担","","0.000000","C04466","X130600010","宝铁库","湖南万泉","卷","00001"
"57","BX","TD1306140092","B30232451S","18.851000","TI15130501462","WGZH130530A014","","01","2013/6/14 13:37:56","0101","BX","P00086","0","","","P00086","2013/6/14 13:36:02","客户承担","","0.000000","C05055","XYJ1305300047","宝铁库","上海鸿厚","卷","00001"
"58","BX","TD1306130064","130428872P","19.140000","TI15130500668","WGZH130523A005","","01","2013/6/13 13:37:54","0101","BX","P00086","0","","","P00086","2013/6/13 13:21:57","客户承担","","0.000000","C05055","XYJ1305230070","宝铁库","上海鸿厚","卷","00001"
"59","BX","TD1306130065","130428646P","19.110000","TI15130500668","WGZH130523A005","","01","2013/6/13 13:37:54","0101","BX","P00086","0","","","P00086","2013/6/13 13:23:32","客户承担","","0.000000","C05055","XYJ1305230070","宝铁库","上海鸿厚","卷","00001"
"60","BX","TD1306130177","13042877AP","19.150000","TI15130500668","WGZH130523A005","","01","2013/6/13 17:07:54","0101","BX","P00086","0","","","P00086","2013/6/13 17:02:33","客户承担","","0.000000","C05055","XYJ1305230070","宝铁库","上海鸿厚","卷","00001"
"61","BX","TD1306130179","B30232493S","18.900000","TI15130501462","WGZH130530A014","","01","2013/6/13 17:07:54","0101","BX","P00086","0","","","P00086","2013/6/13 17:05:38","客户承担","","0.000000","C05055","XYJ1305300047","宝铁库","上海鸿厚","卷","00001"
"62","BX","TD1306130171","A130412611S","22.399000","TI15130500671","WGZH130523A013","","01","2013/6/13 17:07:54","0101","BX","P00086","0","","","P00086","2013/6/13 16:40:58","客户承担","","0.000000","C05055","XYJ1305230074","宝铁库","上海鸿厚","卷","00001"
"63","BX","TD1306130173","A130434591S","22.490000","TI15130500671","WGZH130523A013","","01","2013/6/13 17:07:54","0101","BX","P00086","0","","","P00086","2013/6/13 16:42:57","客户承担","","0.000000","C05055","XYJ1305230074","宝铁库","上海鸿厚","卷","00001"
"64","BX","TD1306130173","A130434593S","22.470000","TI15130500671","WGZH130523A013","","01","2013/6/13 17:07:54","0101","BX","P00086","0","","","P00086","2013/6/13 16:42:57","客户承担","","0.000000","C05055","XYJ1305230074","宝铁库","上海鸿厚","卷","00001"
"65","BX","TD1306130178","121236451S","18.595000","TI15130500662","WGZH130523A007","","01","2013/6/13 17:07:54","0101","BX","P00086","0","","","P00086","2013/6/13 17:03:57","客户承担","","0.000000","C05055","XYJ1305230066","宝铁库","上海鸿厚","卷","00001"
"66","BX","TD1306140150","A130470863P1","22.390000","TI15130600209","WGZH130607A003","","01","2013/6/14 15:07:56","0101","BX","P00086","0","","","P00086","2013/6/14 14:52:30","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"67","BX","TD1306140150","A130470871P1","22.290000","TI15130600209","WGZH130607A003","","01","2013/6/14 15:07:56","0101","BX","P00086","0","","","P00086","2013/6/14 14:52:30","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"68","BX","TD1306140140","K121235001B","29.660000","TI15130600213","WGZH130607A008","","01","2013/6/14 15:07:56","0101","BX","P00086","0","","","P00086","2013/6/14 14:43:44","客户承担","","0.000000","C05055","XYJ1306070051","宝铁库","上海鸿厚","卷","00001"
"69","BX","TD1306140222","X130202337P1","19.320000","TI15130501460","WGZH130530A001","","01","2013/6/14 17:07:56","0101","BX","P00086","0","","","P00086","2013/6/14 17:04:58","客户承担","","0.000000","C05055","XYJ1305300045","宝铁库","上海鸿厚","卷","00001"
"70","BX","TD1306140224","A130527021S","20.910000","TI15130600200","WGZH130607A007","","01","2013/6/14 17:07:56","0101","BX","P00086","0","","","P00086","2013/6/14 17:06:30","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"71","BX","TD1306140224","A130527022S","20.840000","TI15130600200","WGZH130607A007","","01","2013/6/14 17:07:56","0101","BX","P00086","0","","","P00086","2013/6/14 17:06:30","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"72","BX","TD1306180262","Q045T04131","29.740000","TI15130500643","WGZH130521A009","","01","2013/6/18 17:38:00","0101","BX","P00086","0","","","P00086","2013/6/18 17:34:42","客户承担","","0.000000","C05055","XYJ1305210058","宝铁库","上海鸿厚","卷","00001"
"73","BX","TD1306180258","Q116301010","29.370000","TI15130600202","WGZH130607A018","","01","2013/6/18 17:38:00","0101","BX","P00086","0","","","P00086","2013/6/18 17:26:46","客户承担","","0.000000","C05055","XYJ1306070049","宝铁库","上海鸿厚","卷","00001"
"74","BX","TD1306180260","130520393S","19.770000","TI15130600203","WGZH130607A005","","01","2013/6/18 17:38:00","0101","BX","P00086","0","","","P00086","2013/6/18 17:31:03","客户承担","","0.000000","C05055","XYJ1306070051","宝铁库","上海鸿厚","卷","00001"
"75","BX","TD1306170193","A130436772S","22.290000","TI15130600198","WGZH130607A015","","01","2013/6/17 15:38:00","0101","BX","P00086","0","","","P00086","2013/6/17 15:22:20","客户承担","","0.000000","C05055","XYJ1306070050","宝铁库","上海鸿厚","卷","00001"
"76","BX","TD1306170197","A130517713S","21.160000","TI15130600200","WGZH130607A007","","01","2013/6/17 15:38:00","0101","BX","P00086","0","","","P00086","2013/6/17 15:25:59","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"77","BX","TD1306170197","A130518193S","21.220000","TI15130600200","WGZH130607A007","","01","2013/6/17 15:38:00","0101","BX","P00086","0","","","P00086","2013/6/17 15:25:59","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"78","BX","TD1306170197","A130518201S","21.260000","TI15130600200","WGZH130607A007","","01","2013/6/17 15:38:00","0101","BX","P00086","0","","","P00086","2013/6/17 15:25:59","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"79","BX","TD1306170242","121029031B","19.390000","TI15130501456","WGZH130530A006","","01","2013/6/17 17:08:02","0101","BX","P00086","0","","","P00086","2013/6/17 17:06:08","客户承担","","0.000000","C05055","XYJ1305300045","宝铁库","上海鸿厚","卷","00001"
"80","BX","TD1306170239","Q045T04031","29.580000","TI15130500643","WGZH130521A009","","01","2013/6/17 17:08:02","0101","BX","P00086","0","","","P00086","2013/6/17 17:04:41","客户承担","","0.000000","C05055","XYJ1305210058","宝铁库","上海鸿厚","卷","00001"
"81","BX","TD1306170222","Q04A703011","29.620000","TI15130500643","WGZH130521A009","","01","2013/6/17 16:38:02","0101","BX","P00086","0","","","P00086","2013/6/17 16:20:18","客户承担","","0.000000","C05055","XYJ1305210058","宝铁库","上海鸿厚","卷","00001"
"82","BX","TD1306180223","B30232313S","18.890000","TI15130501462","WGZH130530A014","","01","2013/6/18 16:08:01","0101","BX","P00086","0","","","P00086","2013/6/18 15:44:09","客户承担","","0.000000","C05055","XYJ1305300047","宝铁库","上海鸿厚","卷","00001"
"83","BX","TD1306180233","A130518203S","21.230000","TI15130600200","WGZH130607A007","","01","2013/6/18 16:08:01","0101","BX","P00086","0","","","P00086","2013/6/18 16:05:47","客户承担","","0.000000","C05055","XYJ1306070053","宝铁库","上海鸿厚","卷","00001"
"84","BX","TD1306180230","A130464845P1","22.370000","TI15130600208","WGZH130607A001","","01","2013/6/18 16:08:01","0101","BX","P00086","0","","","P00086","2013/6/18 16:03:22","客户承担","","0.000000","C05055","XYJ1306070049","宝铁库","上海鸿厚","卷","00001"
"85","BX","TD1306200209","A130242051S","21.290000","TI15130501457","WGZH130530A010","","01","2013/6/20 17:08:04","0101","BX","P00086","0","","","P00086","2013/6/20 16:53:54","客户承担","","0.000000","C05055","XYJ1305300047","宝铁库","上海鸿厚","卷","00001"
"86","BX","TD1306200210","K130166671B","29.160000","TI15130501457","WGZH130530A010","","01","2013/6/20 17:08:04","0101","BX","P00086","0","","","P00086","2013/6/20 16:57:24","客户承担","","0.000000","C05055","XYJ1305300047","宝铁库","上海鸿厚","卷","00001"
"87","BX","TD1306190234","A121223785B","22.310000","TI15130501459","WGZH130530A013","","01","2013/6/19 17:38:02","0101","BX","P00086","0","","","P00086","2013/6/19 17:18:21","客户承担","","0.000000","C05055","XYJ1305300047","宝铁库","上海鸿厚","卷","00001"
"88","BX","TD1306200141","130133771B","19.460000","TI15130501467","WGZH130530A007","","01","2013/6/20 15:08:04","0101","BX","P00086","0","","","P00086","2013/6/20 14:57:21","客户承担","","0.000000","C05055","XYJ1305300045","宝铁库","上海鸿厚","卷","00001"
"89","SM","DC081201674","17222490910","16.180000","TA25081025680","A8H0004111","","01","2008/12/10 16:37:23","0101","SM","P01087","0","710","","P01087","2008/12/10 14:53:51","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
"90","SM","DC081201674","17222491310","16.180000","TA25081025680","A8H0004111","","01","2008/12/10 16:37:23","0101","SM","P01087","0","710","","P01087","2008/12/10 14:53:51","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
"91","SM","DC081201674","17222491410","16.180000","TA25081025680","A8H0004111","","01","2008/12/10 16:37:23","0101","SM","P01087","0","710","","P01087","2008/12/10 14:53:51","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
"92","SM","DC081201674","17222490610","16.180000","TA25081025680","A8H0004111","","01","2008/12/10 16:37:23","0101","SM","P01087","0","710","","P01087","2008/12/10 14:53:51","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
"93","SM","DC081201674","17222490710","16.180000","TA25081025680","A8H0004111","","01","2008/12/10 16:37:23","0101","SM","P01087","0","710","","P01087","2008/12/10 14:53:51","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
"94","SM","DC081201674","17222490810","16.180000","TA25081025680","A8H0004111","","01","2008/12/10 16:37:23","0101","SM","P01087","0","710","","P01087","2008/12/10 14:53:51","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
"95","BX","TD1306200125","A130348621S","29.550000","TI15130501463","WGZH130530A017","","01","2013/6/20 14:38:03","0101","BX","P00086","0","","","P00086","2013/6/20 14:32:54","客户承担","","0.000000","C05055","XYJ1305300046","宝铁库","上海鸿厚","卷","00001"
"96","SM","DC081201858","17222491110","16.180000","TA25081025680","A8H0004111","","01","2008/12/12 13:37:20","0101","SM","P01087","0","760","","P01087","2008/12/12 13:28:33","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
"97","SM","DC081201858","17222491210","16.180000","TA25081025680","A8H0004111","","01","2008/12/12 13:37:20","0101","SM","P01087","0","760","","P01087","2008/12/12 13:28:33","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
"98","SM","DC081201858","17222491510","16.273000","TA25081025680","A8H0004111","","01","2008/12/12 13:37:20","0101","SM","P01087","0","760","","P01087","2008/12/12 13:28:33","公司承担","","","C02676","X081000198","上海宝钢运输有限公司（一号库）","上海包升普实业有限公司","板","00101"
