"   ","SEG_NO","OWNER_NUM","BILL_NUM","BILL_DATE","CUSTOM_NUM","CUSTOMER_ID","STOCK","ITEM_NUM","BILLSTATE","FETCH_PERSON","FETCH_PERSON_ID_CARD","DEPT_ID","DOWNLOADFLAG","DEPTID","RESOURCE_NUM","CONTRACT_ITEM_NUM","FILIALE_CODE","EXTSYSID","EXTSYSSTACKID","PLAN_COUNT","ACT_COUNT","VALID_START_DATE","VALID_END_DATE","SPECIAL_REQUEST","CONSIGNEE_NAME","CONSIGNEE_ADDR","CONSIGNEE_RESPNDER","CONSIGNEE_TELE","INSERT_TIME","OPTFLAG","EBS_BILL_BATCH_ID","OUT_SETTLE_TYPE","HOSING_PRICE","PROVIDER_BILL_NUM","OWNERID","BILL_TYPE","PROVIDER_NAME","CONTRACT_TRANSFER_FLAG","CUSTOMER_NAME","CARID","DIRVER","IDCODE","MEMO","WPROVIDER_ADDR","DELIVERY_TYPE","HOISTING_COST"
"15","00100","GM0","TDGM130625674","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:24","0","TDGM130625674","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"16","00100","GM0","TDGM130625675","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625675","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"17","00100","GM0","TDGM130625676","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625676","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"18","00100","GM0","TDGM130625677","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625677","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"19","00100","GM0","TDGM130625678","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625678","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"20","00100","GM0","TDGM130625679","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625679","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"21","00100","GM0","TDGM130625680","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625680","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"22","00100","GM0","TDGM130625681","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625681","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"23","00100","GM0","TDGM130625682","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625682","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"24","00100","GM0","TDGM130625683","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625683","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"25","00100","GM0","TDGM130625684","2013/6/7","T20069||上海仁远实业有限公司","T20069","PWL0CC","期货","30","","","01","","0101","I3E0010525","TI15130501052","GM0","GM0","PWL0CC","0","0","2013/6/7","2013/6/7","","上海仁远实业有限公司","上海浦东新区浦电路370号","周隆云","13818976730","2013/6/7 12:55:25","0","TDGM130625684","无费用","15","","KH00001","10","","","","","","","0","上海市宝山区富锦路1598号","20",""
"26","00001","BX","TD1306070093","2013/6/7 14:39:15","C05055||上海鸿厚","C05055","P00086","XYJ1305300045","30","","","01","","0101","WGZH130530A007","TI15130501467","BX","BX","P00086","0","0","2013/6/7 14:39:17","2013/6/7 14:39:17","","上海鸿厚","","","","2013/6/7 14:39:18","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"27","00001","BX","TD1306080188","2013/6/8 18:23:24","C05055||上海鸿厚","C05055","P00086","XYJ1306070053","30","","","01","","0101","WGZH130607A007","TI15130600200","BX","BX","P00086","0","0","2013/6/8 18:23:26","2013/6/8 18:23:26","","上海鸿厚","","","","2013/6/8 18:23:27","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"28","00001","BX","TD1306080189","2013/6/8 18:24:47","C05055||上海鸿厚","C05055","P00086","XYJ1305230070","30","","","01","","0101","WGZH130523A005","TI15130500668","BX","BX","P00086","0","0","2013/6/8 18:24:49","2013/6/8 18:24:49","","上海鸿厚","","","","2013/6/8 18:24:49","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"29","00001","BX","TD1306080140","2013/6/8 15:34:42","C05055||上海鸿厚","C05055","P00086","XYJ1306070051","30","","","01","","0101","WGZH130607A005","TI15130600203","BX","BX","P00086","0","0","2013/6/8 15:34:44","2013/6/8 15:34:44","","上海鸿厚","","","","2013/6/8 15:34:44","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"30","00001","BX","TD1306070146","2013/6/7 16:49:49","C05055||上海鸿厚","C05055","P00086","XYJ1306070050","30","","","01","","0101","WGZH130607A003","TI15130600209","BX","BX","P00086","0","0","2013/6/7 16:49:51","2013/6/7 16:49:51","","上海鸿厚","","","","2013/6/7 16:49:51","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"31","00001","BX","TD1306070148","2013/6/7 17:00:28","C05055||上海鸿厚","C05055","P00086","XYJ1304080071","30","","","01","","0101","WGZH130408A008","TI15130400039","BX","BX","P00086","0","0","2013/6/7 17:00:29","2013/6/7 17:00:29","","上海鸿厚","","","","2013/6/7 17:00:29","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"32","00001","BX","TD1306070145","2013/6/7 16:43:48","C05055||上海鸿厚","C05055","P00086","XYJ1306070053","30","","","01","","0101","WGZH130607A007","TI15130600200","BX","BX","P00086","0","0","2013/6/7 16:43:50","2013/6/7 16:43:50","","上海鸿厚","","","","2013/6/7 16:43:50","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"33","00001","BX","TD1306080175","2013/6/8 16:10:48","C05055||上海鸿厚","C05055","P00086","XYJ1305300047","30","","","01","","0101","WGZH130530A013","TI15130501459","BX","BX","P00086","0","0","2013/6/8 16:10:51","2013/6/8 16:10:51","","上海鸿厚","","","","2013/6/8 16:10:51","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"34","00001","BX","TD1306080180","2013/6/8 16:18:27","C05055||上海鸿厚","C05055","P00086","XYJ1304080072","30","","","01","","0101","WGZH130408A007","TI15130400037","BX","BX","P00086","0","0","2013/6/8 16:18:28","2013/6/8 16:18:28","","上海鸿厚","","","","2013/6/8 16:18:28","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"35","00001","BX","TD1306090107","2013/6/9 16:56:44","C05055||上海鸿厚","C05055","P00086","XYJ1305300048","30","","","01","","0101","WGZH130530A008","TI15130501465","BX","BX","P00086","0","0","2013/6/9 16:56:47","2013/6/9 16:56:47","","上海鸿厚","","","","2013/6/9 16:56:47","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"36","00001","BX","TD1306090072","2013/6/9 14:23:00","C05055||上海鸿厚","C05055","P00086","XYJ1306070053","30","","","01","","0101","WGZH130607A007","TI15130600200","BX","BX","P00086","0","0","2013/6/9 14:23:02","2013/6/9 14:23:02","","上海鸿厚","","","","2013/6/9 14:23:02","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"37","00001","BX","TD1306090044","2013/6/9 13:26:55","C05055||上海鸿厚","C05055","P00086","XYJ1305230074","30","","","01","","0101","WGZH130523A013","TI15130500671","BX","BX","P00086","0","0","2013/6/9 13:26:57","2013/6/9 13:26:57","","上海鸿厚","","","","2013/6/9 13:26:58","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"38","00001101","JQC","DC130600466","2013/6/13","C01677||","C01677","P00086","X130600002","20","","","01","","0101","I2E0007200","TI15130600184","QT","QT","P00086","0","0","2013/6/13","2013/6/13","","","宝铁库","","","2013/6/13 14:24:56","0","","客户承担","","","","10","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"39","00001","BX","DC130600615","2013/6/13","C04466||湖南万泉","C04466","P00086","X130600011","20","","","01","","0101","I2E0007200","TI15130200360","BX","BX","P00086","0","0","2013/6/13","2013/6/13","","湖南万泉","宝铁库","","","2013/6/13 14:16:38","0","","客户承担","","","KH01277","10","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"40","00001101","JQC","DC130600170","2013/6/13","C01677||","C01677","P00086","X130600001","20","","","01","","0101","I2E0006480","TI15130600117","QT","QT","P00086","0","0","2013/6/13","2013/6/13","","","宝铁库","","","2013/6/13 14:20:08","0","","客户承担","","","","10","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"41","00001","BX","TD1306130080","2013/6/13 13:59:58","C05055||上海鸿厚","C05055","P00086","XYJ1306070053","30","","","01","","0101","WGZH130607A007","TI15130600200","BX","BX","P00086","0","0","2013/6/13 14:00:00","2013/6/13 14:00:00","","上海鸿厚","","","","2013/6/13 14:00:00","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"42","00001","BX","TD1306130077","2013/6/13 13:53:25","C05055||上海鸿厚","C05055","P00086","XYJ1306070049","30","","","01","","0101","WGZH130607A016","TI15130600212","BX","BX","P00086","0","0","2013/6/13 13:53:27","2013/6/13 13:53:27","","上海鸿厚","","","","2013/6/13 13:53:28","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"43","00001","BX","TD1306130079","2013/6/13 13:58:07","C05055||上海鸿厚","C05055","P00086","XYJ1306070050","30","","","01","","0101","WGZH130607A003","TI15130600209","BX","BX","P00086","0","0","2013/6/13 13:58:09","2013/6/13 13:58:09","","上海鸿厚","","","","2013/6/13 13:58:09","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"44","00001","BX","DC130600382","2013/6/13","C04466||湖南万泉","C04466","P00086","X130600010","20","","","01","","0101","I2E0006480","TI15130200070","BX","BX","P00086","0","0","2013/6/13","2013/6/13","","湖南万泉","宝铁库","","","2013/6/13 14:15:38","0","","客户承担","","","KH01277","10","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"45","00001","BX","TD1306140092","2013/6/14 13:36:02","C05055||上海鸿厚","C05055","P00086","XYJ1305300047","30","","","01","","0101","WGZH130530A014","TI15130501462","BX","BX","P00086","0","0","2013/6/14 13:36:05","2013/6/14 13:36:05","","上海鸿厚","","","","2013/6/14 13:36:05","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"46","00001","BX","TD1306130064","2013/6/13 13:21:57","C05055||上海鸿厚","C05055","P00086","XYJ1305230070","30","","","01","","0101","WGZH130523A005","TI15130500668","BX","BX","P00086","0","0","2013/6/13 13:22:00","2013/6/13 13:22:00","","上海鸿厚","","","","2013/6/13 13:22:01","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"47","00001","BX","TD1306130065","2013/6/13 13:23:32","C05055||上海鸿厚","C05055","P00086","XYJ1305230070","30","","","01","","0101","WGZH130523A005","TI15130500668","BX","BX","P00086","0","0","2013/6/13 13:23:35","2013/6/13 13:23:35","","上海鸿厚","","","","2013/6/13 13:23:35","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"48","00001","BX","TD1306130177","2013/6/13 17:02:33","C05055||上海鸿厚","C05055","P00086","XYJ1305230070","30","","","01","","0101","WGZH130523A005","TI15130500668","BX","BX","P00086","0","0","2013/6/13 17:02:36","2013/6/13 17:02:36","","上海鸿厚","","","","2013/6/13 17:02:36","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"49","00001","BX","TD1306130179","2013/6/13 17:05:38","C05055||上海鸿厚","C05055","P00086","XYJ1305300047","30","","","01","","0101","WGZH130530A014","TI15130501462","BX","BX","P00086","0","0","2013/6/13 17:05:41","2013/6/13 17:05:41","","上海鸿厚","","","","2013/6/13 17:05:41","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"50","00001","BX","TD1306130171","2013/6/13 16:40:58","C05055||上海鸿厚","C05055","P00086","XYJ1305230074","30","","","01","","0101","WGZH130523A013","TI15130500671","BX","BX","P00086","0","0","2013/6/13 16:41:00","2013/6/13 16:41:00","","上海鸿厚","","","","2013/6/13 16:41:00","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"51","00001","BX","TD1306130173","2013/6/13 16:42:57","C05055||上海鸿厚","C05055","P00086","XYJ1305230074","30","","","01","","0101","WGZH130523A013","TI15130500671","BX","BX","P00086","0","0","2013/6/13 16:42:59","2013/6/13 16:42:59","","上海鸿厚","","","","2013/6/13 16:42:59","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"52","00001","BX","TD1306130178","2013/6/13 17:03:57","C05055||上海鸿厚","C05055","P00086","XYJ1305230066","30","","","01","","0101","WGZH130523A007","TI15130500662","BX","BX","P00086","0","0","2013/6/13 17:03:59","2013/6/13 17:03:59","","上海鸿厚","","","","2013/6/13 17:03:59","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"53","00001","BX","TD1306140150","2013/6/14 14:52:30","C05055||上海鸿厚","C05055","P00086","XYJ1306070050","30","","","01","","0101","WGZH130607A003","TI15130600209","BX","BX","P00086","0","0","2013/6/14 14:52:32","2013/6/14 14:52:32","","上海鸿厚","","","","2013/6/14 14:52:32","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"54","00001","BX","TD1306140140","2013/6/14 14:43:44","C05055||上海鸿厚","C05055","P00086","XYJ1306070051","30","","","01","","0101","WGZH130607A008","TI15130600213","BX","BX","P00086","0","0","2013/6/14 14:43:46","2013/6/14 14:43:46","","上海鸿厚","","","","2013/6/14 14:43:46","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"55","00001","BX","TD1306140222","2013/6/14 17:04:58","C05055||上海鸿厚","C05055","P00086","XYJ1305300045","30","","","01","","0101","WGZH130530A001","TI15130501460","BX","BX","P00086","0","0","2013/6/14 17:05:00","2013/6/14 17:05:00","","上海鸿厚","","","","2013/6/14 17:05:00","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"56","00001","BX","TD1306140224","2013/6/14 17:06:30","C05055||上海鸿厚","C05055","P00086","XYJ1306070053","30","","","01","","0101","WGZH130607A007","TI15130600200","BX","BX","P00086","0","0","2013/6/14 17:06:32","2013/6/14 17:06:32","","上海鸿厚","","","","2013/6/14 17:06:33","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"57","00001","BX","TD1306180262","2013/6/18 17:34:42","C05055||上海鸿厚","C05055","P00086","XYJ1305210058","30","","","01","","0101","WGZH130521A009","TI15130500643","BX","BX","P00086","0","0","2013/6/18 17:34:44","2013/6/18 17:34:44","","上海鸿厚","","","","2013/6/18 17:34:45","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"58","00001","BX","TD1306180258","2013/6/18 17:26:46","C05055||上海鸿厚","C05055","P00086","XYJ1306070049","30","","","01","","0101","WGZH130607A018","TI15130600202","BX","BX","P00086","0","0","2013/6/18 17:26:48","2013/6/18 17:26:48","","上海鸿厚","","","","2013/6/18 17:26:48","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"59","00001","BX","TD1306180260","2013/6/18 17:31:03","C05055||上海鸿厚","C05055","P00086","XYJ1306070051","30","","","01","","0101","WGZH130607A005","TI15130600203","BX","BX","P00086","0","0","2013/6/18 17:31:06","2013/6/18 17:31:06","","上海鸿厚","","","","2013/6/18 17:31:06","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"60","00001","BX","TD1306170193","2013/6/17 15:22:20","C05055||上海鸿厚","C05055","P00086","XYJ1306070050","30","","","01","","0101","WGZH130607A015","TI15130600198","BX","BX","P00086","0","0","2013/6/17 15:22:22","2013/6/17 15:22:22","","上海鸿厚","","","","2013/6/17 15:22:22","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"61","00001","BX","TD1306170197","2013/6/17 15:25:59","C05055||上海鸿厚","C05055","P00086","XYJ1306070053","30","","","01","","0101","WGZH130607A007","TI15130600200","BX","BX","P00086","0","0","2013/6/17 15:26:01","2013/6/17 15:26:01","","上海鸿厚","","","","2013/6/17 15:26:01","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"62","00001","BX","TD1306170242","2013/6/17 17:06:08","C05055||上海鸿厚","C05055","P00086","XYJ1305300045","30","","","01","","0101","WGZH130530A006","TI15130501456","BX","BX","P00086","0","0","2013/6/17 17:06:11","2013/6/17 17:06:11","","上海鸿厚","","","","2013/6/17 17:06:11","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
"63","00001","BX","TD1306170239","2013/6/17 17:04:41","C05055||上海鸿厚","C05055","P00086","XYJ1305210058","30","","","01","","0101","WGZH130521A009","TI15130500643","BX","BX","P00086","0","0","2013/6/17 17:04:43","2013/6/17 17:04:43","","上海鸿厚","","","","2013/6/17 17:04:43","0","","客户承担","","","KH01277","20","上海宝钢新事业发展总公司","","","","","","","宝山区富锦路1598号","10",""
