"   ","OUTPACKID","DEPTID","OUTBILLNO","GOODSID","PACKNUM","BARCODE","GOODSLOCID","OWNERNAME","OWNERNO","GOODSOWNERMANAGENUM","GOODSOWNERPACKNUM","MANAGENUM","INBEGINTIME","CONTRACTNO","OLDGOODSSTATENAME","OLDGOODSSTATENO","GOODSSTATENAME","GOODSSTATENO","GOODSTYPENAME","GOODSTYPE","KINDNAME","KINDNO","SHOPSIGNNAME","SHOPSIGNID","PRODAREANAME","PRODAREAID","GOODSBATCHNUM","GRADENUM","GRADENUMTHICK","GRADENUMWIDTH","GRADENUMLENGTH","GROSSWEIGHT","OUTGROSSWEIGHT","OUTNETWEIGHT","NETWEIGHT","POUNDWEIGHT","CHECKWEIGHT","SHEETNUM","PACKTYPE","QUALITYMEMO","FIRSTINOWNERID","FIRSTINDATE","INBILLID","MATERIALGOODSID","INTYPE","MEMO","CUSTBILL","SENDFLAG","VELFLAG","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","FOREIGNLISTNO","CREATEID","CREATERNAME","SIDEMARK","STOCKTYPE","OUTBILLPICKOWNERNAME","R_RECORD_CHANGE_FLAG","INCUSTTIME","CUSTDAY","SDPRICE","OUTTYPE","EXTSYSKINDID","EXTSYSSHOPSIGNID","EXTSYSGRADENUM","PRODSTOVENO","CHECK_TYPE","SINGLESHEETNUM","SINGLESHEET","GRADENUMXH","OUTBILLPICKOWNERNO","OUTPASSWORD","SHIPNO","SHIPNAME","SHIPCD","SHIPLEVEL","SORT_EMP","LENGTH_PRODUCT_MAX","PACKTYPENAME","DBCKFLAG","DBOWNER","DISPERSESHEET","OUTCARNO","OUTCUSTTIME","PLY","ORIGINOUTSHEETNUM","OUTSHEETNUM","ORIGINOUTNETWEIGHT","ISSPLIT","PREFOREIGNLISTNO","DRAWNO","HANDNO","SAVENO","LOCLV2","GRADENUMWHDW","OPTFLAG","PAYEDFLAG","SALE_PRICE_AT","PRICE","CHANGEOWNERTIMES","CONTRACT_ID","CONTRACT_SUBID","JYZXFLAG","OUTBILLDATE","ROLLPLY","READYOUT","VALIDDATE","LOCKCOUNT","LOCLV1"
"15","824abdb9a2cc437689b7bc7f68aa3021","0101","CK1407090045","a97e0413c9ac4ff8b6abce93c3bd78e3","44036774-03","1232207618712","KB1111","上海昕允实业有限公司","KH05636","","","HN皖太远1689140605L","2014/7/9 15:31:37","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","武钢","CD000064","","2.5*130*0","2.500000","130.000000","0.000000","1.983000","1.983000","1.983000","1.983000","1.983000","1.983000","1.000000","007001                          ","","KH04122","2014/7/9 15:31:37","","0114070382","60","","","0","1","2014/7/9 22:31:18","100060","","","0","1301663","100060","潘华良","","未知","上海昕允实业有限公司","2","2014/7/9 15:31:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05636","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 22:31:20","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"16","559de8971ae9460c9ab372422d0d8210","0101","CK1407090045","f67b98c796d14abc97638bc91f37fe7c","44036774-04","1232207618729","KB1111","上海昕允实业有限公司","KH05636","","","HN皖太远1689140605L","2014/7/9 15:31:37","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","武钢","CD000064","","2.5*130*0","2.500000","130.000000","0.000000","1.983000","1.983000","1.983000","1.983000","1.983000","1.983000","1.000000","007001                          ","","KH04122","2014/7/9 15:31:37","","0114070382","60","","","0","1","2014/7/9 22:31:18","100060","","","0","1301663","100060","潘华良","","未知","上海昕允实业有限公司","2","2014/7/9 15:31:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05636","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 22:31:20","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"17","4bb46e2f094a488ea2a0629f5d6862f5","0101","CK1407090045","c2bbc026a7ba4558a320d0fcff543f8a","44036774-05","1232207618736","KB1111","上海昕允实业有限公司","KH05636","","","HN皖太远1689140605L","2014/7/9 15:31:37","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","武钢","CD000064","","2.5*130*0","2.500000","130.000000","0.000000","1.983000","1.983000","1.983000","1.983000","1.983000","1.983000","1.000000","007001                          ","","KH04122","2014/7/9 15:31:37","","0114070382","60","","","0","1","2014/7/9 22:31:18","100060","","","0","1301663","100060","潘华良","","未知","上海昕允实业有限公司","2","2014/7/9 15:31:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05636","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 22:31:20","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"18","432dd6cae2554f7ba241620c3ef34d1d","0101","CK1407090045","a13bedad11314934a2e4dea51def7403","44036774-06","1232207618743","KB1111","上海昕允实业有限公司","KH05636","","","HN皖太远1689140605L","2014/7/9 15:31:37","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","武钢","CD000064","","2.5*130*0","2.500000","130.000000","0.000000","1.983000","1.983000","1.983000","1.983000","1.983000","1.983000","1.000000","007001                          ","","KH04122","2014/7/9 15:31:37","","0114070382","60","","","0","1","2014/7/9 22:31:18","100060","","","0","1301663","100060","潘华良","","未知","上海昕允实业有限公司","2","2014/7/9 15:31:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05636","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 22:31:20","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"19","7e95611856c94325b67800c10a932454","0101","CK1407090045","a345b58ea3b44cba8c4206d1c26c926d","44036774-07","1232207618750","KB1111","上海昕允实业有限公司","KH05636","","","HN皖太远1689140605L","2014/7/9 15:31:37","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","武钢","CD000064","","2.5*130*0","2.500000","130.000000","0.000000","1.983000","1.983000","1.983000","1.983000","1.983000","1.983000","1.000000","007001                          ","","KH04122","2014/7/9 15:31:37","","0114070382","60","","","0","1","2014/7/9 22:31:18","100060","","","0","1301663","100060","潘华良","","未知","上海昕允实业有限公司","2","2014/7/9 15:31:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05636","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 22:31:20","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"20","8153aaff6a534c749be82c0285524166","0101","CK1407090045","a7efa754a0a4443eab7651b0d39a49c3","44036774-08","1232207618767","KB1111","上海昕允实业有限公司","KH05636","","","HN皖太远1689140605L","2014/7/9 15:31:37","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","武钢","CD000064","","2.5*130*0","2.500000","130.000000","0.000000","1.983000","1.983000","1.983000","1.983000","1.983000","1.983000","1.000000","007001                          ","","KH04122","2014/7/9 15:31:37","","0114070382","60","","","0","1","2014/7/9 22:31:18","100060","","","0","1301663","100060","潘华良","","未知","上海昕允实业有限公司","2","2014/7/9 15:31:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05636","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 22:31:20","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"21","e8d57668c5f0416cba2c38d2d438bbf6","0101","CK1407090045","7af51a54001c42659a83f03167d53936","44036774-09","1232207618576","KB1111","上海昕允实业有限公司","KH05636","","","HN皖太远1689140605L","2014/7/9 15:31:37","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","武钢","CD000064","","2.5*130*0","2.500000","130.000000","0.000000","1.983000","1.983000","1.983000","1.983000","1.983000","1.983000","1.000000","007001                          ","","KH04122","2014/7/9 15:31:37","","0114070382","60","","","0","1","2014/7/9 22:31:18","100060","","","0","1301663","100060","潘华良","","未知","上海昕允实业有限公司","2","2014/7/9 15:31:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05636","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 22:31:20","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"22","58501c7ce2e94fe2b31ea38215b677cc","0101","CK1407090045","80bd0f3df10049d1a0c4d68e7e51cb40","44036774-10","1232207618583","KB1111","上海昕允实业有限公司","KH05636","","","HN皖太远1689140605L","2014/7/9 15:31:37","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","武钢","CD000064","","2.5*80*0","2.500000","80.000000","0.000000","1.223000","1.223000","1.223000","1.223000","1.223000","1.223000","1.000000","007001                          ","","KH04122","2014/7/9 15:31:37","","0114070382","60","","","0","1","2014/7/9 22:31:18","100060","","","0","1301663","100060","潘华良","","未知","上海昕允实业有限公司","2","2014/7/9 15:31:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05636","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 22:31:20","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"23","a6acad18fe244ae6a51797d23adc4a82","0101","CK1407110002","64357cc765404eb88745deeff68b6d5f","D140617036D-02","1232207898176","KN1111","上海闽兴大国际贸易有限公司","KH01528","","","MXD兴宁7720140702W","2014/7/11 5:41:43","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","Q235B","GZ000419","","CD000057","","3.75*1500*6000","3.750000","1500.000000","6000.000000","7.330000","7.330000","7.330000","7.330000","7.330000","7.330000","28.000000","","","KH01528","2014/7/11 5:41:43","","0114070573","60","","","0","1","2014/7/11 5:43:27","1919","","","0","321520","1919","徐雨亭","","未知","上海闽兴大国际贸易有限公司","2","2014/7/11 5:41:43","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH01528","","","","","","","0.000000","","0","","0.000000","","2014/7/11 5:43:32","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"24","0e48310ff5f548aa9ce4e96bc68fd1d4","0101","CK1407110002","94728332fa8f4e1288c2f89699f357b9","D140617036D-01","1232207898169","KN1111","上海闽兴大国际贸易有限公司","KH01528","","","MXD兴宁7720140702W","2014/7/11 5:41:43","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","Q235B","GZ000419","","CD000057","","3.75*1500*6000","3.750000","1500.000000","6000.000000","7.330000","7.330000","7.330000","7.330000","7.330000","7.330000","28.000000","","","KH01528","2014/7/11 5:41:43","","0114070573","60","","","0","1","2014/7/11 5:43:27","1919","","","0","321520","1919","徐雨亭","","未知","上海闽兴大国际贸易有限公司","2","2014/7/11 5:41:43","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH01528","","","","","","","0.000000","","0","","0.000000","","2014/7/11 5:43:32","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"25","f900a35b5b394785950aa990a8dcbe0c","0101","CK1407110002","5fb488ea44254c8f86a3fa3799c63bcc","D140617036D-03","1232207898183","KN1111","上海闽兴大国际贸易有限公司","KH01528","","","MXD兴宁7720140702W","2014/7/11 5:41:43","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","Q235B","GZ000419","","CD000057","","3.75*1500*6000","3.750000","1500.000000","6000.000000","7.330000","7.330000","7.330000","7.330000","7.330000","7.330000","28.000000","","","KH01528","2014/7/11 5:41:43","","0114070573","60","","","0","1","2014/7/11 5:43:27","1919","","","0","321520","1919","徐雨亭","","未知","上海闽兴大国际贸易有限公司","2","2014/7/11 5:41:43","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH01528","","","","","","","0.000000","","0","","0.000000","","2014/7/11 5:43:32","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"26","a5ebfd813fd94403bf3afcf72962915c","0101","CK1407090025","c05d353aca094c6f9cd0b9826edf7dfe","D140325572D-01","1232207619498","KB1111","上海昊乾实业有限公司","KH05138","","","SXJM康瑞86140414P","2014/7/8 21:09:36","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","SPHC","GZ000005","","CD000057","","4*1500*3000","4.000000","1500.000000","3000.000000","7.780000","7.780000","7.780000","7.780000","7.780000","7.780000","55.000000","007001                          ","","KH04647","2014/7/8 21:09:36","","0114070332","60","","","0","1","2014/7/9 13:57:32","1818","","","0","2315","1818","肖萍","","未知","上海昊乾实业有限公司","2","2014/7/8 21:09:36","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05138","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 13:57:31","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
