"319","860","847","14","711","16","479","222","126","144","157","60","929","825","711","705","246","900","158","2015-3-31 00:00:00","483","2015-7-24 00:00:00","461","9","1","175","20","288","476","222","683","27","70","2015-1-9 00:00:00","968","667"
"857","600","149","1","723","19","545","768","810","441","738","165","464","941","328","76","221","796","528","2015-7-9 00:00:00","197","2015-4-3 00:00:00","134","5","17","917","23","44","739","814","922","80","75","2015-7-15 00:00:00","844","782"
"260","630","188","20","366","20","539","280","699","94","417","683","854","225","969","275","109","280","404","2015-5-9 00:00:00","503","2015-7-16 00:00:00","244","9","5","340","34","999","308","104","25","88","54","2015-1-29 00:00:00","393","330"
"506","415","972","6","975","5","186","800","612","189","978","855","896","320","414","253","113","323","506","2015-1-27 00:00:00","820","2015-3-8 00:00:00","748","9","13","731","45","896","864","502","566","84","48","2015-7-11 00:00:00","455","239"
"179","299","177","18","410","19","689","65","448","686","500","688","873","348","330","619","975","708","155","2015-5-10 00:00:00","15","2015-1-11 00:00:00","287","9","5","962","30","300","182","474","197","97","63","2015-4-21 00:00:00","331","553"
"934","953","880","1","488","3","74","822","943","429","947","76","743","476","495","36","468","383","517","2015-8-9 00:00:00","498","2015-6-9 00:00:00","200","9","20","541","34","259","244","707","406","23","51","2015-1-16 00:00:00","641","46"
"582","683","526","17","829","15","225","254","465","242","493","447","567","123","236","709","467","832","311","2015-5-23 00:00:00","880","2015-8-5 00:00:00","944","9","14","378","12","900","610","796","358","98","79","2015-6-13 00:00:00","674","31"
"509","667","992","6","95","14","692","380","248","501","654","17","263","42","264","924","265","311","374","2015-6-2 00:00:00","16","2015-6-9 00:00:00","93","3","17","796","60","83","473","789","91","23","41","2015-3-15 00:00:00","996","722"
"103","601","438","6","496","11","656","944","707","472","13","764","279","341","183","975","75","734","909","2015-8-6 00:00:00","596","2015-3-19 00:00:00","646","5","9","842","73","79","898","479","128","52","53","2015-2-14 00:00:00","487","134"
"535","764","982","11","219","13","422","741","329","743","444","873","160","318","132","518","16","496","149","2015-5-26 00:00:00","377","2015-4-13 00:00:00","746","9","15","32","99","733","578","182","776","73","46","2015-4-26 00:00:00","585","610"
"944","781","913","16","878","5","352","318","321","50","217","783","824","489","14","821","581","790","544","2015-6-1 00:00:00","522","2015-6-28 00:00:00","411","9","2","991","64","310","251","445","120","45","91","2015-2-9 00:00:00","460","43"
"775","132","980","9","423","13","847","102","445","922","999","672","831","139","340","981","22","789","244","2015-5-7 00:00:00","720","2015-4-1 00:00:00","692","6","2","857","17","825","690","941","139","80","63","2015-6-20 00:00:00","237","168"
"854","674","39","13","683","13","408","18","519","986","510","987","49","722","176","657","927","28","393","2015-6-9 00:00:00","681","2015-3-27 00:00:00","296","9","15","541","10","184","874","444","678","89","90","2015-3-9 00:00:00","599","541"
"970","854","29","13","314","6","768","116","802","170","780","890","817","85","616","671","675","996","124","2015-5-31 00:00:00","444","2015-6-4 00:00:00","54","9","6","415","84","522","111","601","185","82","85","2015-3-13 00:00:00","371","542"
"882","672","715","5","204","2","789","339","492","379","72","327","310","548","74","936","905","322","121","2015-5-9 00:00:00","324","2015-1-13 00:00:00","419","9","11","47","59","62","351","743","601","83","75","2015-7-12 00:00:00","438","686"
"931","415","322","8","177","14","141","870","920","661","33","736","998","632","922","88","337","190","922","2015-7-11 00:00:00","633","2015-6-2 00:00:00","686","9","11","900","78","72","38","736","158","51","90","2015-3-29 00:00:00","855","523"
"865","534","310","4","535","12","798","864","443","554","45","333","997","408","651","391","348","129","316","2015-2-15 00:00:00","124","2015-3-14 00:00:00","126","9","7","163","59","943","215","572","888","25","74","2015-1-22 00:00:00","453","99"
"314","567","191","6","848","9","743","713","185","671","429","671","643","938","585","767","576","960","856","2015-3-30 00:00:00","699","2015-7-19 00:00:00","403","9","11","456","25","119","674","559","550","93","54","2015-2-12 00:00:00","378","554"
"505","951","108","15","385","10","870","978","661","708","760","881","729","502","357","542","503","896","240","2015-3-12 00:00:00","947","2015-6-30 00:00:00","218","5","2","673","49","113","676","657","921","59","39","2015-3-3 00:00:00","419","316"
"567","519","891","13","545","18","447","714","502","660","125","984","209","863","587","759","602","606","399","2015-3-22 00:00:00","501","2015-6-5 00:00:00","305","6","4","214","69","894","851","440","340","17","16","2015-1-24 00:00:00","41","881"
"256","512","903","10","706","7","365","780","888","689","690","354","946","245","316","626","212","795","98","2015-1-12 00:00:00","621","2015-5-18 00:00:00","492","8","15","524","58","933","222","601","192","54","14","2015-5-18 00:00:00","260","250"
"309","908","596","12","293","11","464","770","282","949","331","757","129","176","723","784","65","717","116","2015-5-22 00:00:00","43","2015-3-7 00:00:00","465","7","11","178","50","171","790","655","808","66","86","2015-3-20 00:00:00","860","984"
"583","159","556","17","382","10","536","98","378","37","325","590","106","977","764","471","48","732","972","2015-3-7 00:00:00","71","2015-6-25 00:00:00","511","7","14","234","58","841","387","739","628","41","77","2015-5-26 00:00:00","165","56"
"158","409","383","4","386","5","279","152","585","326","129","348","378","560","805","711","562","220","707","2015-3-10 00:00:00","388","2015-5-22 00:00:00","28","9","5","615","67","246","441","561","928","88","93","2015-4-8 00:00:00","198","128"
"689","248","223","14","266","7","134","590","351","456","853","946","951","509","559","804","716","77","201","2015-7-9 00:00:00","107","2015-8-1 00:00:00","981","9","8","666","67","926","597","863","79","92","40","2015-3-9 00:00:00","338","852"
"931","421","471","7","309","11","669","262","832","405","414","341","655","38","74","400","886","561","25","2015-5-24 00:00:00","62","2015-7-28 00:00:00","271","9","1","760","99","781","215","661","444","76","68","2015-3-9 00:00:00","36","314"
"363","398","962","11","527","6","686","113","429","450","983","843","926","567","193","26","725","468","481","2015-7-4 00:00:00","748","2015-5-27 00:00:00","75","9","8","594","38","956","636","788","637","94","15","2015-6-9 00:00:00","192","862"
"357","515","228","6","645","17","269","416","474","838","230","840","165","987","477","204","194","897","608","2015-7-6 00:00:00","26","2015-8-1 00:00:00","436","9","2","93","22","736","642","688","236","72","23","2015-4-16 00:00:00","748","406"
"429","181","212","17","158","14","396","104","508","187","846","465","458","990","551","963","568","22","262","2015-7-28 00:00:00","579","2015-5-23 00:00:00","610","9","6","975","96","371","867","519","574","90","61","2015-6-13 00:00:00","838","441"
"320","912","184","15","246","4","748","500","53","62","524","590","932","394","139","225","173","429","700","2015-2-28 00:00:00","569","2015-2-7 00:00:00","49","1","11","786","80","185","868","418","780","37","37","2015-4-9 00:00:00","800","775"
"518","896","609","15","152","11","146","619","695","465","822","914","49","66","873","345","100","700","301","2015-6-15 00:00:00","740","2015-2-25 00:00:00","504","9","10","142","80","934","184","473","745","98","27","2015-8-3 00:00:00","112","193"
"84","960","239","8","802","15","925","303","625","44","242","264","962","289","899","786","644","803","320","2015-1-11 00:00:00","167","2015-1-12 00:00:00","797","9","15","671","67","905","171","211","192","77","99","2015-7-6 00:00:00","865","132"
"817","413","948","7","303","7","622","309","260","365","201","806","738","29","799","426","319","705","929","2015-6-19 00:00:00","409","2015-5-22 00:00:00","686","9","9","384","49","108","87","221","126","47","59","2015-6-18 00:00:00","120","610"
"857","37","786","17","593","15","980","825","310","267","196","870","165","660","839","844","178","267","370","2015-2-18 00:00:00","436","2015-2-23 00:00:00","828","8","16","203","49","449","202","412","717","91","45","2015-1-16 00:00:00","607","859"
"290","946","715","10","157","16","346","203","950","268","607","196","564","229","663","363","420","955","524","2015-8-5 00:00:00","839","2015-2-14 00:00:00","398","9","16","94","95","15","855","738","816","85","94","2015-1-8 00:00:00","975","802"
"156","934","974","4","11","11","330","217","121","656","898","502","67","742","515","78","38","598","168","2015-6-23 00:00:00","996","2015-6-7 00:00:00","373","9","5","621","62","322","68","742","508","65","68","2015-2-28 00:00:00","408","433"
"479","12","187","10","309","10","421","984","327","962","690","926","207","700","284","597","613","856","689","2015-5-27 00:00:00","134","2015-2-22 00:00:00","74","9","3","975","27","606","520","669","416","31","75","2015-2-3 00:00:00","585","273"
"462","810","498","9","905","13","144","765","590","671","488","855","101","961","699","355","143","987","471","2015-4-11 00:00:00","731","2015-2-24 00:00:00","848","9","8","462","55","938","429","589","912","22","84","2015-2-19 00:00:00","105","639"
"538","650","116","16","777","18","84","321","376","340","615","527","272","519","29","598","870","148","630","2015-6-28 00:00:00","952","2015-1-8 00:00:00","420","9","16","978","23","412","635","624","710","82","55","2015-4-9 00:00:00","191","350"
"584","326","397","3","764","6","641","18","376","743","276","304","113","878","754","425","879","835","838","2015-7-16 00:00:00","796","2015-8-11 00:00:00","859","3","15","903","66","784","297","568","488","75","81","2015-6-16 00:00:00","108","932"
"710","456","548","16","815","13","488","176","297","875","284","569","323","574","278","693","74","498","180","2015-7-29 00:00:00","96","2015-2-12 00:00:00","47","9","19","221","36","104","133","709","179","56","41","2015-4-25 00:00:00","365","160"
"898","723","971","4","78","16","55","851","815","539","849","20","83","634","935","871","909","836","452","2015-8-2 00:00:00","469","2015-7-18 00:00:00","960","9","9","325","72","953","687","472","274","12","78","2015-7-9 00:00:00","14","900"
"824","395","767","3","869","18","756","613","406","367","308","352","918","935","592","915","451","19","453","2015-5-16 00:00:00","44","2015-6-28 00:00:00","67","5","15","507","38","839","583","52","782","15","69","2015-6-8 00:00:00","628","664"
"971","800","21","3","964","5","772","333","813","869","369","457","514","393","790","421","270","382","309","2015-7-7 00:00:00","392","2015-7-23 00:00:00","342","9","15","168","47","550","900","638","57","54","39","2015-4-19 00:00:00","531","591"
"79","687","240","18","455","18","846","481","443","37","121","409","414","395","908","57","616","931","153","2015-2-22 00:00:00","791","2015-6-5 00:00:00","350","3","12","140","84","631","600","751","895","97","95","2015-7-7 00:00:00","992","658"
"111","786","712","19","620","2","314","588","69","971","70","103","370","716","975","496","191","872","207","2015-5-17 00:00:00","378","2015-1-27 00:00:00","626","9","16","244","65","744","821","101","642","71","63","2015-7-23 00:00:00","882","428"
"879","194","83","14","902","13","513","51","482","796","876","991","783","105","311","146","19","12","351","2015-5-11 00:00:00","380","2015-7-5 00:00:00","375","9","5","212","14","145","82","325","805","96","76","2015-1-10 00:00:00","959","547"
"692","73","33","18","441","4","476","383","919","971","603","774","463","188","372","671","445","37","909","2015-1-8 00:00:00","579","2015-1-30 00:00:00","872","5","19","756","33","413","539","204","970","60","76","2015-5-12 00:00:00","832","480"
"439","625","135","14","902","5","236","396","636","916","760","112","875","315","350","338","64","878","654","2015-1-20 00:00:00","110","2015-4-7 00:00:00","754","5","11","268","33","97","130","759","597","82","10","2015-5-25 00:00:00","669","200"
"328","279","900","9","754","6","137","610","906","244","411","578","724","109","520","862","521","286","624","2015-2-19 00:00:00","73","2015-4-8 00:00:00","292","7","15","495","22","552","251","122","943","72","60","2015-1-14 00:00:00","239","452"
"942","221","509","11","569","18","550","249","539","572","601","940","795","327","189","28","927","957","311","2015-2-3 00:00:00","984","2015-5-11 00:00:00","326","9","11","1000","44","363","652","789","533","37","84","2015-4-15 00:00:00","699","515"
"617","855","956","7","221","7","439","626","502","710","899","66","177","583","502","857","214","236","160","2015-7-8 00:00:00","471","2015-1-29 00:00:00","493","9","10","917","20","910","199","161","167","61","52","2015-1-27 00:00:00","783","578"
"175","378","944","3","354","12","547","620","550","956","397","953","189","762","705","217","735","796","249","2015-4-24 00:00:00","687","2015-4-8 00:00:00","407","9","12","815","25","286","571","176","373","22","66","2015-5-5 00:00:00","789","623"
"301","634","734","18","129","12","324","465","514","122","258","306","844","138","658","876","313","187","43","2015-3-11 00:00:00","139","2015-3-7 00:00:00","853","4","4","45","68","884","481","984","372","98","50","2015-5-15 00:00:00","775","999"
"463","171","423","7","471","15","225","656","594","363","511","535","987","817","154","861","853","49","325","2015-7-10 00:00:00","865","2015-5-23 00:00:00","916","9","5","465","19","811","202","957","820","90","30","2015-7-6 00:00:00","834","766"
"448","633","203","4","274","8","495","551","768","729","793","67","277","993","746","620","597","683","924","2015-3-10 00:00:00","432","2015-4-4 00:00:00","484","9","19","302","59","94","34","954","502","23","52","2015-2-28 00:00:00","727","459"
"727","642","755","14","292","3","512","49","499","198","483","307","650","683","420","306","791","831","96","2015-7-13 00:00:00","682","2015-6-10 00:00:00","833","9","4","96","21","327","929","448","907","86","50","2015-2-17 00:00:00","85","233"
"432","274","881","2","658","9","732","437","629","188","997","307","935","692","177","245","692","774","874","2015-1-8 00:00:00","351","2015-4-28 00:00:00","72","4","2","250","61","984","872","121","179","28","32","2015-4-8 00:00:00","387","253"
"348","661","898","13","97","8","857","504","512","845","163","669","233","265","567","669","913","917","596","2015-6-27 00:00:00","380","2015-3-1 00:00:00","827","9","14","923","22","364","63","134","994","18","17","2015-3-8 00:00:00","475","251"
"164","312","648","3","385","20","470","425","838","587","522","37","212","318","850","882","84","601","233","2015-6-7 00:00:00","230","2015-6-30 00:00:00","118","5","4","391","42","50","715","774","748","37","47","2015-4-19 00:00:00","900","793"
"662","52","253","9","594","18","975","778","686","982","210","714","942","405","295","477","494","37","916","2015-7-16 00:00:00","577","2015-5-21 00:00:00","339","5","3","864","89","32","313","869","957","16","32","2015-4-12 00:00:00","716","874"
"258","959","944","18","130","7","801","306","150","23","683","937","185","990","197","810","317","757","891","2015-2-7 00:00:00","104","2015-2-17 00:00:00","687","6","8","913","96","827","99","971","511","71","21","2015-6-7 00:00:00","531","945"
"825","175","599","20","772","8","469","340","174","401","593","208","716","462","502","227","395","749","848","2015-5-13 00:00:00","94","2015-7-4 00:00:00","331","2","9","41","90","21","368","876","975","46","79","2015-3-24 00:00:00","883","947"
"33","315","911","4","21","4","166","78","915","337","871","599","991","391","195","793","515","389","780","2015-6-1 00:00:00","577","2015-4-28 00:00:00","264","1","3","912","44","338","148","151","730","53","87","2015-2-28 00:00:00","997","777"
"886","109","829","6","729","9","866","605","113","876","336","346","741","589","887","205","508","802","525","2015-4-3 00:00:00","866","2015-2-17 00:00:00","680","9","9","926","42","912","102","777","694","36","11","2015-2-17 00:00:00","635","857"
"789","876","304","4","967","6","851","248","909","558","274","195","344","476","323","946","29","845","219","2015-7-25 00:00:00","914","2015-3-28 00:00:00","726","9","13","221","99","242","735","957","435","74","45","2015-4-7 00:00:00","259","721"
"688","620","126","19","985","2","183","144","365","602","258","450","434","560","828","843","665","934","192","2015-6-11 00:00:00","870","2015-3-23 00:00:00","983","1","17","428","28","598","344","842","207","80","96","2015-5-24 00:00:00","563","240"
"585","91","597","13","245","19","387","568","15","778","828","841","706","236","756","884","954","422","928","2015-7-14 00:00:00","674","2015-4-24 00:00:00","481","6","19","289","10","573","743","421","792","74","57","2015-4-26 00:00:00","131","407"
"423","903","190","10","937","4","131","933","629","355","560","84","668","193","466","941","675","450","496","2015-4-27 00:00:00","646","2015-6-17 00:00:00","235","9","16","499","54","585","859","974","134","89","15","2015-1-11 00:00:00","97","833"
"827","834","28","4","647","2","599","411","437","948","600","917","717","403","481","976","590","217","925","2015-8-11 00:00:00","322","2015-4-9 00:00:00","748","9","6","270","31","706","128","776","578","54","15","2015-6-14 00:00:00","940","839"
"143","150","917","5","702","18","193","184","282","632","375","460","39","463","229","756","975","475","533","2015-4-26 00:00:00","270","2015-7-3 00:00:00","602","9","3","913","90","500","416","116","392","90","77","2015-3-25 00:00:00","285","861"
